Modification de fichierB2.txt | [sync_list] Fri Jun  4 12:21:54 2021

Erreur recontrée. | [copy_list] Fri Jun  4 12:21:54 2021

Ajout de fichierB4.txt | [sync_list] Fri Jun  4 12:21:56 2021

Fichier reçu. | [copy_list] Fri Jun  4 12:21:56 2021

Ajout de fichierB5.txt | [sync_list] Fri Jun  4 12:21:59 2021

Fichier reçu. | [copy_list] Fri Jun  4 12:21:59 2021

Modification de fichierB2.txt | [sync_list] Fri Jun  4 12:22:01 2021

Fichier reçu. | [copy_list] Fri Jun  4 12:22:01 2021

Modification de fichierP1.txt | [sync_list] Fri Jun  4 12:22:10 2021

Ajout de fichierP1.txt | [sync_list] Fri Jun  4 12:49:54 2021

